Date,Open,High,Low,Close,Adj Close,Volume
2018-08-08,109.330002,109.750000,108.760002,109.489998,104.041725,15487500
2018-08-09,109.709999,110.160004,109.599998,109.669998,104.212761,13677200
2018-08-10,109.419998,109.690002,108.379997,109.000000,103.576111,18183700
2018-08-13,109.239998,109.580002,108.099998,108.209999,102.825409,18472500
2018-08-14,108.559998,109.750000,108.040001,109.559998,104.108231,16788300
2018-08-15,108.489998,108.989998,106.820000,107.660004,102.696480,29982800
2018-08-16,108.300003,108.860001,107.300003,107.639999,102.677399,21384300
2018-08-17,107.360001,107.900002,106.690002,107.580002,102.620155,18061500
2018-08-20,107.510002,107.900002,106.480003,106.870003,101.942909,17914200
2018-08-21,106.919998,107.349998,105.849998,105.980003,101.093918,22881900
2018-08-22,105.849998,107.339996,105.779999,107.059998,102.124130,18000600
2018-08-23,107.150002,108.180000,106.870003,107.559998,102.601074,18167700
2018-08-24,107.669998,108.559998,107.559998,108.400002,103.402367,17234000
2018-08-27,109.269997,109.639999,108.510002,109.599998,104.547043,19662300
2018-08-28,109.940002,110.500000,109.790001,110.260002,105.176613,19151500
2018-08-29,110.449997,112.029999,110.269997,112.019997,106.855453,20818000
2018-08-30,111.669998,112.610001,111.440002,111.949997,106.788681,22798700
2018-08-31,111.690002,112.779999,111.519997,112.330002,107.151154,23222700
2018-09-04,110.849998,111.959999,110.220001,111.709999,106.559746,22634600
2018-09-05,111.010002,111.419998,108.099998,108.489998,103.488205,32872400
2018-09-06,108.250000,108.989998,107.510002,108.739998,103.726669,23477600
2018-09-07,108.230003,108.720001,107.230003,108.209999,103.221107,22498600
2018-09-10,108.839996,109.639999,108.360001,109.379997,104.337181,20727900
2018-09-11,108.900002,111.589996,108.889999,111.239998,106.111427,24301800
2018-09-12,111.430000,111.849998,110.510002,111.709999,106.559746,18891100
2018-09-13,112.120003,113.730003,112.120003,112.910004,107.704414,26055600
2018-09-14,113.360001,113.730003,112.440002,113.370003,108.143219,19122300
2018-09-17,113.690002,113.699997,111.860001,112.139999,106.969933,20736500
2018-09-18,112.190002,113.699997,111.720001,113.209999,107.990608,22170900
2018-09-19,113.050003,113.320000,111.040001,111.699997,106.550194,21728400
2018-09-20,112.279999,113.800003,111.930000,113.570000,108.334007,23714500
2018-09-21,114.000000,115.290001,113.510002,114.260002,108.992180,71229700
2018-09-24,113.029999,114.900002,112.220001,114.669998,109.383293,27334500
2018-09-25,114.800003,115.099998,113.750000,114.449997,109.173424,22668000
2018-09-26,114.470001,115.059998,113.739998,113.980003,108.725090,19352000
2018-09-27,114.779999,114.910004,114.199997,114.410004,109.135284,19091300
2018-09-28,114.190002,114.570000,113.680000,114.370003,109.097115,21647800
2018-10-01,114.750000,115.680000,114.730003,115.610001,110.279945,18883100
2018-10-02,115.300003,115.839996,114.440002,115.150002,109.841156,20787200
2018-10-03,115.419998,116.180000,114.930000,115.169998,109.860237,16648000
2018-10-04,114.610001,114.760002,111.629997,112.790001,107.589966,34821700
2018-10-05,112.629997,113.169998,110.639999,112.129997,106.960388,29068900
2018-10-08,111.660004,112.029999,109.339996,110.849998,105.739403,29640600
2018-10-09,111.139999,113.080002,110.800003,112.260002,107.084404,26198600
2018-10-10,111.239998,111.500000,105.790001,106.160004,101.265640,61376300
2018-10-11,105.349998,108.930000,104.199997,105.910004,101.027145,63904300
2018-10-12,109.010002,111.239998,107.120003,109.570000,104.518425,47742100
2018-10-15,108.910004,109.480003,106.949997,107.599998,102.639236,32068100
2018-10-16,109.540001,111.410004,108.949997,111.000000,105.882500,31610200
2018-10-17,111.680000,111.809998,109.550003,110.709999,105.605858,26548200
2018-10-18,110.099998,110.529999,107.830002,108.500000,103.497749,32506200
2018-10-19,108.930000,110.860001,108.209999,108.660004,103.650383,32785500
2018-10-22,109.320000,110.540001,108.239998,109.629997,104.575653,26545600
2018-10-23,107.769997,108.970001,105.110001,108.099998,103.116188,43770400
2018-10-24,108.410004,108.489998,101.589996,102.320000,97.602684,63897800
2018-10-25,106.550003,109.269997,106.150002,108.300003,103.306976,61646800
2018-10-26,105.690002,108.750000,104.760002,106.959999,102.028755,55523100
2018-10-29,108.110001,108.699997,101.629997,103.849998,99.062126,55162000
2018-10-30,103.660004,104.379997,100.110001,103.730003,98.947662,65350900
2018-10-31,105.440002,108.139999,105.389999,106.809998,101.885651,51062400
2018-11-01,107.050003,107.320000,105.529999,105.919998,101.036690,33384200
2018-11-02,106.480003,107.320000,104.980003,106.160004,101.265640,37680200
2018-11-05,106.370003,107.739998,105.900002,107.510002,102.553391,27922100
2018-11-06,107.379997,108.839996,106.279999,107.720001,102.753716,24340200
2018-11-07,109.440002,112.239998,109.400002,111.959999,106.798225,37901700
2018-11-08,111.800003,112.209999,110.910004,111.750000,106.597908,25644100
2018-11-09,110.849998,111.449997,108.760002,109.570000,104.518425,32039200
2018-11-12,109.419998,109.959999,106.099998,106.870003,101.942909,33621800
2018-11-13,107.550003,108.739998,106.639999,106.940002,102.009659,35374600
2018-11-14,108.099998,108.260002,104.470001,104.970001,100.563065,39495100
2018-11-15,104.989998,107.800003,103.910004,107.279999,102.776070,38505200
2018-11-16,107.080002,108.879997,106.800003,108.290001,103.743690,33502100
2018-11-19,108.269997,108.559998,103.550003,104.620003,100.227768,44773900
2018-11-20,101.800003,102.970001,99.349998,101.709999,97.439926,64052500
2018-11-21,103.599998,104.430000,102.239998,103.110001,98.781151,28130600
2018-11-23,102.169998,103.809998,102.000000,103.070000,98.742828,13823100
2018-11-26,104.790001,106.629997,104.580002,106.470001,102.000084,32336200
2018-11-27,106.269997,107.330002,105.360001,107.139999,102.641975,29124500
2018-11-28,107.889999,111.330002,107.860001,111.120003,106.454872,46788500
2018-11-29,110.330002,111.120003,109.029999,110.190002,105.563904,28123200
2018-11-30,110.699997,110.970001,109.360001,110.889999,106.234520,33665600
2018-12-03,113.000000,113.419998,110.730003,112.089996,107.384140,34732800
2018-12-04,111.940002,112.639999,108.209999,108.519997,103.964020,45197000
2018-12-06,105.820000,109.239998,105.000000,109.190002,104.605888,49107400
2018-12-07,108.379997,109.449997,104.300003,104.820000,100.419357,45044900
2018-12-10,104.800003,107.980003,103.889999,107.589996,103.073067,40801500
2018-12-11,109.800003,110.949997,107.440002,108.589996,104.031090,42381900
2018-12-12,110.889999,111.269997,109.040001,109.080002,104.500511,36183000
2018-12-13,109.580002,110.870003,108.629997,109.449997,104.854965,31333400
2018-12-14,108.250000,109.260002,105.500000,106.029999,101.578552,47043100
2018-12-17,105.410004,105.800003,101.709999,102.889999,98.570389,56957300
2018-12-18,103.750000,104.510002,102.519997,103.970001,99.605034,49319200
2018-12-19,103.650002,106.879997,101.349998,103.690002,99.336792,68198200
2018-12-20,103.050003,104.309998,98.779999,101.510002,97.248322,70334200
2018-12-21,101.629997,103.000000,97.459999,98.230003,94.106033,111242100
2018-12-24,97.680000,97.970001,93.980003,94.129997,90.178146,43935200
2018-12-26,95.139999,100.690002,93.959999,100.559998,96.338196,51634800
2018-12-27,99.300003,101.190002,96.400002,101.180000,96.932167,49498500
2018-12-28,102.089996,102.410004,99.519997,100.389999,96.175346,38196300
2018-12-31,101.290001,102.400002,100.440002,101.570000,97.305809,33173800
2019-01-02,99.550003,101.750000,98.940002,101.120003,96.874680,35329300
2019-01-03,100.099998,100.190002,97.199997,97.400002,93.310875,42579100
2019-01-04,99.720001,102.510002,98.930000,101.930000,97.650696,44060600
2019-01-07,101.639999,103.269997,100.980003,102.059998,97.775238,35656100
2019-01-08,103.040001,103.970001,101.709999,102.800003,98.484146,31514400
2019-01-09,103.860001,104.879997,103.239998,104.269997,99.892433,32280800
2019-01-10,103.220001,103.750000,102.379997,103.599998,99.250580,30067600
2019-01-11,103.190002,103.440002,101.639999,102.800003,98.484146,28314200
2019-01-14,101.900002,102.870003,101.260002,102.050003,97.765663,28437100
2019-01-15,102.510002,105.050003,101.879997,105.010002,100.601379,31587600
2019-01-16,105.260002,106.260002,104.959999,105.379997,100.955849,29853900
2019-01-17,105.000000,106.629997,104.760002,106.120003,101.664795,28393000
2019-01-18,107.459999,107.900002,105.910004,107.709999,103.188034,37427600
2019-01-22,106.750000,107.099998,104.860001,105.680000,101.243256,32371300
2019-01-23,106.120003,107.040001,105.339996,106.709999,102.229988,25874300
2019-01-24,106.860001,107.000000,105.339996,106.199997,101.741417,23164800
2019-01-25,107.239998,107.879997,106.199997,107.169998,102.670700,31225600
2019-01-28,106.260002,106.480003,104.660004,105.080002,100.668449,29476700
2019-01-29,104.879997,104.970001,102.169998,102.940002,98.618279,31490500
2019-01-30,104.620003,106.379997,104.330002,106.379997,101.913864,49471900
2019-01-31,103.800003,105.220001,103.180000,104.430000,100.045731,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,98.465004,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,101.300728,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,102.718597,27325400
2019-02-06,107.000000,107.000000,105.529999,106.029999,101.578552,20609800
2019-02-07,105.190002,105.589996,104.290001,105.269997,100.850456,29760700
2019-02-08,104.389999,105.779999,104.260002,105.669998,101.233665,21461100
2019-02-11,106.199997,106.580002,104.970001,105.250000,100.831314,18914100
2019-02-12,106.139999,107.139999,105.480003,106.889999,102.402458,25056600
2019-02-13,107.500000,107.779999,106.709999,106.809998,102.325813,18394900
2019-02-14,106.309998,107.290001,105.660004,106.900002,102.412041,21784700
2019-02-15,107.910004,108.300003,107.360001,108.220001,103.676605,26606900
2019-02-19,107.790001,108.660004,107.779999,108.169998,103.628723,18038500
2019-02-20,107.860001,107.940002,106.290001,107.150002,103.089951,21607700
2019-02-21,106.900002,109.480003,106.870003,109.410004,105.264305,29063200
2019-02-22,110.050003,111.199997,109.820000,110.970001,106.765190,27763200
2019-02-25,111.760002,112.180000,111.260002,111.589996,107.361702,23750600
2019-02-26,111.260002,113.239998,111.169998,112.360001,108.102516,21536700
2019-02-27,111.690002,112.360001,110.879997,112.169998,107.919724,21487100
2019-02-28,112.040001,112.879997,111.730003,112.029999,107.785027,29083900
2019-03-01,112.889999,113.019997,111.669998,112.529999,108.266075,23501200
2019-03-04,113.019997,113.250000,110.800003,112.260002,108.006317,26608000
2019-03-05,112.250000,112.389999,111.230003,111.699997,107.467529,19538300
2019-03-06,111.870003,112.660004,111.430000,111.750000,107.515640,17687000
2019-03-07,111.400002,111.550003,109.870003,110.389999,106.207161,25339000
2019-03-08,109.160004,110.709999,108.800003,110.510002,106.322609,22818400
2019-03-11,110.989998,112.949997,110.980003,112.830002,108.554695,26491600
2019-03-12,112.820000,113.989998,112.650002,113.620003,109.314781,26132700
2019-03-13,114.129997,115.000000,113.779999,114.500000,110.161430,35513800
2019-03-14,114.540001,115.199997,114.330002,114.589996,110.248016,30763400
2019-03-15,115.339996,117.250000,114.589996,115.910004,111.518013,54681100
2019-03-18,116.169998,117.610001,116.050003,117.570000,113.115112,31207600
2019-03-19,118.089996,118.440002,116.989998,117.650002,113.192078,37588700
2019-03-20,117.389999,118.750000,116.709999,117.519997,113.066978,28113300
2019-03-21,117.139999,120.820000,117.089996,120.220001,115.664696,29854400
2019-03-22,119.500000,119.589996,117.040001,117.050003,112.614822,33624500
2019-03-25,116.559998,118.010002,116.320000,117.660004,113.201698,27067100
2019-03-26,118.620003,118.709999,116.849998,117.910004,113.442238,26097700
2019-03-27,117.879997,118.209999,115.519997,116.769997,112.345413,22733400
2019-03-28,117.440002,117.580002,116.129997,116.930000,112.499367,18334800
2019-03-29,118.070000,118.320000,116.959999,117.940002,113.471092,25399800
2019-04-01,118.949997,119.110001,118.099998,119.019997,114.510162,22789100
2019-04-02,119.059998,119.480003,118.519997,119.190002,114.673729,18142300
2019-04-03,119.860001,120.430000,119.150002,119.970001,115.424179,22860700
2019-04-04,120.099998,120.230003,118.379997,119.360001,114.837280,20112800
2019-04-05,119.389999,120.230003,119.370003,119.889999,115.347198,15826200
2019-04-08,119.809998,120.019997,118.639999,119.930000,115.385674,15116200
2019-04-09,118.629997,119.540001,118.580002,119.279999,114.760315,17612000
2019-04-10,119.760002,120.349998,119.540001,120.190002,115.635834,16477200
2019-04-11,120.540001,120.849998,119.919998,120.330002,115.770523,14209100
2019-04-12,120.639999,120.980003,120.370003,120.949997,116.367027,19745100
2019-04-15,120.940002,121.580002,120.570000,121.050003,116.463242,15792600
2019-04-16,121.639999,121.650002,120.099998,120.769997,116.193855,14071800
2019-04-17,121.239998,121.849998,120.540001,121.769997,117.155960,19300900
2019-04-18,122.190002,123.519997,121.300003,123.370003,118.695335,27991000
2019-04-22,122.620003,124.000000,122.570000,123.760002,119.070549,15648700
2019-04-23,124.099998,125.580002,123.830002,125.440002,120.686890,24025500
2019-04-24,125.790001,125.849998,124.519997,125.010002,120.273186,31257000
2019-04-25,130.059998,131.369995,128.830002,129.149994,124.256317,38033900
2019-04-26,129.699997,130.520004,129.020004,129.889999,124.968292,23654900
2019-04-29,129.899994,130.179993,129.350006,129.770004,124.852814,16324200
2019-04-30,129.809998,130.699997,129.389999,130.600006,125.651360,24166500
2019-05-01,130.529999,130.649994,127.699997,127.879997,123.034424,26821700
2019-05-02,127.980003,128.000000,125.519997,126.209999,121.427719,27350200
2019-05-03,127.360001,129.429993,127.250000,128.899994,124.015778,24911100
2019-05-06,126.389999,128.559998,126.110001,128.149994,123.294220,24239800
2019-05-07,126.459999,127.180000,124.220001,125.519997,120.763878,36017700
2019-05-08,125.440002,126.370003,124.750000,125.510002,120.754265,28419000
2019-05-09,124.290001,125.790001,123.570000,125.500000,120.744606,27235800
2019-05-10,124.910004,127.930000,123.820000,127.129997,122.312843,30915100
2019-05-13,124.110001,125.550003,123.040001,123.349998,118.676079,33944900
2019-05-14,123.870003,125.879997,123.699997,124.730003,120.003822,25266300
2019-05-15,124.260002,126.709999,123.699997,126.019997,121.693710,24722700
2019-05-16,126.750000,129.380005,126.459999,128.929993,124.503830,30112200
2019-05-17,128.309998,130.460007,127.919998,128.070007,123.673363,25770500
2019-05-20,126.519997,127.589996,125.760002,126.220001,121.886864,23706900
2019-05-21,127.430000,127.529999,126.580002,126.900002,122.543533,15293300
2019-05-22,126.620003,128.240005,126.519997,127.669998,123.287086,15396500
2019-05-23,126.199997,126.290001,124.739998,126.180000,121.848228,23603800
2019-05-24,126.910004,127.419998,125.970001,126.239998,121.906174,14123400
2019-05-28,126.980003,128.000000,126.050003,126.160004,121.828918,23128400
2019-05-29,125.379997,125.389999,124.040001,124.940002,120.650795,22763100
2019-05-30,125.260002,125.760002,124.779999,125.730003,121.413681,16829600
2019-05-31,124.230003,124.620003,123.320000,123.680000,119.434052,26646800
2019-06-03,123.849998,124.370003,119.010002,119.839996,115.725883,37983600
2019-06-04,121.279999,123.279999,120.650002,123.160004,118.931923,29382600
2019-06-05,124.949997,125.870003,124.209999,125.830002,121.510239,24926100
2019-06-06,126.440002,127.970001,125.599998,127.820000,123.431931,21459000
2019-06-07,129.190002,132.250000,128.259995,131.399994,126.889030,33885600
2019-06-10,132.399994,134.080002,132.000000,132.600006,128.047852,26477100
2019-06-11,133.880005,134.240005,131.279999,132.100006,127.564987,23913700
2019-06-12,131.399994,131.970001,130.710007,131.490005,126.975937,17092500
2019-06-13,131.979996,133.000000,131.559998,132.320007,127.777435,17200800
2019-06-14,132.259995,133.789993,131.639999,132.449997,127.902969,17821700
2019-06-17,132.630005,133.729996,132.529999,132.850006,128.289261,14517800
2019-06-18,134.190002,135.240005,133.570007,135.160004,130.519928,25934500
2019-06-19,135.000000,135.929993,133.809998,135.690002,131.031754,23744400
2019-06-20,137.449997,137.660004,135.720001,136.949997,132.248505,33042600
2019-06-21,136.580002,137.729996,136.460007,136.970001,132.267807,36727900
2019-06-24,137.000000,138.399994,137.000000,137.779999,133.050003,20628800
2019-06-25,137.250000,137.589996,132.729996,133.429993,128.849335,33327400
2019-06-26,134.350006,135.740005,133.600006,133.929993,129.332153,23657700
2019-06-27,134.139999,134.710007,133.509995,134.149994,129.544617,16557500
2019-06-28,134.570007,134.600006,133.160004,133.960007,129.361145,30043000
2019-07-01,136.630005,136.699997,134.970001,135.679993,131.022079,22613500
2019-07-02,136.119995,136.589996,135.339996,136.580002,131.891205,15237800
2019-07-03,136.800003,137.740005,136.289993,137.460007,132.740997,13629300
2019-07-05,135.940002,137.330002,135.720001,137.059998,132.354675,18141100
2019-07-08,136.399994,137.100006,135.369995,136.960007,132.258163,16779700
2019-07-09,136.000000,136.970001,135.800003,136.460007,131.775330,19953100
2019-07-10,137.130005,138.580002,137.020004,137.850006,133.117615,24204400
2019-07-11,138.199997,139.220001,137.869995,138.399994,133.648697,22327900
2019-07-12,138.850006,139.130005,138.009995,138.899994,134.131546,18936800
2019-07-15,139.440002,139.539993,138.460007,138.899994,134.131546,16651500
2019-07-16,138.960007,139.050003,136.520004,137.080002,132.374039,22726100
2019-07-17,137.699997,137.929993,136.220001,136.270004,131.591858,20211000
